Tanggal,Deskripsi,Jumlah (Rp),Kategori,Sub-kategori,Metode Pembayaran,Catatan
2024-11-20,Pembayaran Belanja,432624.0,Pengeluaran,Belanja,E-Wallet,
2024-11-19,Pembayaran Transportasi,37645.0,Pengeluaran,Transportasi,Tunai,
2024-11-19,Pembayaran Transportasi,371139.0,Pengeluaran,Transportasi,Debit,
2024-11-19,Pembayaran Lainnya,334895.0,Pengeluaran,Lainnya,Transfer Bank,
2024-11-19,Pembayaran Lainnya,334895.0,Pengeluaran,Lainnya,Transfer Bank,
2024-11-19,Pembayaran Transportasi,371139.0,Pengeluaran,Transportasi,Debit,
2024-11-19,Pembayaran Transportasi,37645.0,Pengeluaran,Transportasi,Tunai,
2024-11-18,Pembayaran Makanan,59724.0,Pengeluaran,Makanan,E-Wallet,
2024-11-18,Pembayaran Makanan,59724.0,Pengeluaran,Makanan,E-Wallet,
2024-11-17,Pembayaran Makanan,330393.0,Pengeluaran,Makanan,Debit,
2024-11-17,Pembayaran Transportasi,100213.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-11-17,Pembayaran Transportasi,298994.0,Pengeluaran,Transportasi,Tunai,
2024-11-17,Pembayaran Transportasi,298994.0,Pengeluaran,Transportasi,Tunai,
2024-11-17,Pembayaran Makanan,330393.0,Pengeluaran,Makanan,Debit,
2024-11-17,Pembayaran Transportasi,100213.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-11-16,Pembayaran Belanja,70482.0,Pengeluaran,Belanja,Transfer Bank,
2024-11-16,Pembayaran Kesehatan,198132.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-11-16,Pembayaran Belanja,70482.0,Pengeluaran,Belanja,Transfer Bank,
2024-11-16,Pembayaran Kesehatan,198132.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-11-14,Pembayaran Hiburan,483442.0,Pengeluaran,Hiburan,Tunai,
2024-11-14,Pembayaran Makanan,146770.0,Pengeluaran,Makanan,E-Wallet,
2024-11-14,Pembayaran Hiburan,483442.0,Pengeluaran,Hiburan,Tunai,
2024-11-14,Pembayaran Makanan,146770.0,Pengeluaran,Makanan,E-Wallet,
2024-11-13,Pembayaran Kesehatan,233993.0,Pengeluaran,Kesehatan,Tunai,
2024-11-13,Pembayaran Makanan,201839.0,Pengeluaran,Makanan,Kartu Kredit,
2024-11-13,Pembayaran Hiburan,63293.0,Pengeluaran,Hiburan,Tunai,
2024-11-13,Pembayaran Makanan,201839.0,Pengeluaran,Makanan,Kartu Kredit,
2024-11-13,Pembayaran Kesehatan,233993.0,Pengeluaran,Kesehatan,Tunai,
2024-11-13,Pembayaran Hiburan,63293.0,Pengeluaran,Hiburan,Tunai,
2024-11-12,Pembayaran Belanja,244341.0,Pengeluaran,Belanja,E-Wallet,
2024-11-12,Pembayaran Belanja,244341.0,Pengeluaran,Belanja,E-Wallet,
2024-11-11,Pembayaran Hiburan,23987.0,Pengeluaran,Hiburan,Debit,
2024-11-11,Pembayaran Lainnya,383345.0,Pengeluaran,Lainnya,Transfer Bank,
2024-11-11,Pembayaran Lainnya,383345.0,Pengeluaran,Lainnya,Transfer Bank,
2024-11-11,Pembayaran Hiburan,23987.0,Pengeluaran,Hiburan,Debit,
2024-11-10,Pembayaran Transportasi,450816.0,Pengeluaran,Transportasi,Debit,
2024-11-10,Pembayaran Makanan,139507.0,Pengeluaran,Makanan,E-Wallet,
2024-11-10,Pembayaran Transportasi,450816.0,Pengeluaran,Transportasi,Debit,
2024-11-10,Pembayaran Makanan,139507.0,Pengeluaran,Makanan,E-Wallet,
2024-11-07,Pembayaran Hiburan,447971.0,Pengeluaran,Hiburan,Transfer Bank,
2024-11-07,Pembayaran Transportasi,121741.0,Pengeluaran,Transportasi,Transfer Bank,
2024-11-07,Pembayaran Makanan,241053.0,Pengeluaran,Makanan,Debit,
2024-11-07,Pembayaran Hiburan,447971.0,Pengeluaran,Hiburan,Transfer Bank,
2024-11-07,Pembayaran Transportasi,121741.0,Pengeluaran,Transportasi,Transfer Bank,
2024-11-07,Pembayaran Makanan,241053.0,Pengeluaran,Makanan,Debit,
2024-11-06,Pembayaran Makanan,172701.0,Pengeluaran,Makanan,Tunai,
2024-11-06,Pembayaran Makanan,172701.0,Pengeluaran,Makanan,Tunai,
2024-11-05,Pembayaran Hiburan,301959.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-11-05,Pembayaran Hiburan,301959.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-11-04,Pembayaran Kesehatan,37127.0,Pengeluaran,Kesehatan,E-Wallet,
2024-11-04,Pembayaran Kesehatan,347707.0,Pengeluaran,Kesehatan,Tunai,
2024-11-04,Pembayaran Kesehatan,388834.0,Pengeluaran,Kesehatan,Debit,
2024-11-04,Pembayaran Kesehatan,347707.0,Pengeluaran,Kesehatan,Tunai,
2024-11-04,Pembayaran Kesehatan,388834.0,Pengeluaran,Kesehatan,Debit,
2024-11-04,Pembayaran Kesehatan,37127.0,Pengeluaran,Kesehatan,E-Wallet,
2024-11-03,Pembayaran Lainnya,61526.0,Pengeluaran,Lainnya,E-Wallet,
2024-11-03,Pembayaran Hiburan,248081.0,Pengeluaran,Hiburan,E-Wallet,
2024-11-03,Pembayaran Lainnya,34408.0,Pengeluaran,Lainnya,Tunai,
2024-11-03,Pembayaran Lainnya,61526.0,Pengeluaran,Lainnya,E-Wallet,
2024-11-03,Pembayaran Hiburan,248081.0,Pengeluaran,Hiburan,E-Wallet,
2024-11-03,Pembayaran Lainnya,34408.0,Pengeluaran,Lainnya,Tunai,
2024-11-01,Pembayaran Lainnya,141371.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-11-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-11-01,Pembayaran Hiburan,290477.0,Pengeluaran,Hiburan,Tunai,
2024-11-01,Pembayaran Lainnya,141371.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-11-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-11-01,Pembayaran Hiburan,290477.0,Pengeluaran,Hiburan,Tunai,
2024-10-31,Pembayaran Lainnya,163493.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-31,Pembayaran Transportasi,47985.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-10-31,Pembayaran Lainnya,137497.0,Pengeluaran,Lainnya,E-Wallet,
2024-10-31,Pembayaran Lainnya,163493.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-31,Pembayaran Transportasi,47985.0,Pengeluaran,Transportasi,Kartu Kredit,
2024-10-31,Pembayaran Lainnya,137497.0,Pengeluaran,Lainnya,E-Wallet,
2024-10-30,Pembayaran Lainnya,245585.0,Pengeluaran,Lainnya,Transfer Bank,
2024-10-30,Pembayaran Makanan,453866.0,Pengeluaran,Makanan,Tunai,
2024-10-30,Pembayaran Hiburan,230030.0,Pengeluaran,Hiburan,Tunai,
2024-10-30,Pembayaran Lainnya,245585.0,Pengeluaran,Lainnya,Transfer Bank,
2024-10-30,Pembayaran Makanan,453866.0,Pengeluaran,Makanan,Tunai,
2024-10-30,Pembayaran Hiburan,230030.0,Pengeluaran,Hiburan,Tunai,
2024-10-29,Pembayaran Belanja,345804.0,Pengeluaran,Belanja,Debit,
2024-10-29,Pembayaran Belanja,39016.0,Pengeluaran,Belanja,Tunai,
2024-10-29,Pembayaran Belanja,39016.0,Pengeluaran,Belanja,Tunai,
2024-10-29,Pembayaran Belanja,345804.0,Pengeluaran,Belanja,Debit,
2024-10-28,Pembayaran Lainnya,461542.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-28,Pembayaran Transportasi,148586.0,Pengeluaran,Transportasi,Debit,
2024-10-28,Pembayaran Lainnya,461542.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-28,Pembayaran Transportasi,148586.0,Pengeluaran,Transportasi,Debit,
2024-10-27,Pembayaran Makanan,335706.0,Pengeluaran,Makanan,Debit,
2024-10-27,Pembayaran Makanan,335706.0,Pengeluaran,Makanan,Debit,
2024-10-26,Pembayaran Makanan,228155.0,Pengeluaran,Makanan,Debit,
2024-10-26,Pembayaran Makanan,228155.0,Pengeluaran,Makanan,Debit,
2024-10-23,Pembayaran Belanja,252203.0,Pengeluaran,Belanja,E-Wallet,
2024-10-23,Pembayaran Makanan,72633.0,Pengeluaran,Makanan,Tunai,
2024-10-23,Pembayaran Makanan,318107.0,Pengeluaran,Makanan,Debit,
2024-10-23,Pembayaran Makanan,318107.0,Pengeluaran,Makanan,Debit,
2024-10-23,Pembayaran Belanja,252203.0,Pengeluaran,Belanja,E-Wallet,
2024-10-23,Pembayaran Makanan,72633.0,Pengeluaran,Makanan,Tunai,
2024-10-22,Pembayaran Belanja,15795.0,Pengeluaran,Belanja,Tunai,
2024-10-22,Pembayaran Belanja,15795.0,Pengeluaran,Belanja,Tunai,
2024-10-18,Pembayaran Belanja,470561.0,Pengeluaran,Belanja,Debit,
2024-10-18,Pembayaran Belanja,470561.0,Pengeluaran,Belanja,Debit,
2024-10-17,Pembayaran Belanja,218628.0,Pengeluaran,Belanja,E-Wallet,
2024-10-17,Pembayaran Transportasi,203964.0,Pengeluaran,Transportasi,Tunai,
2024-10-17,Pembayaran Transportasi,285774.0,Pengeluaran,Transportasi,Tunai,
2024-10-17,Pembayaran Transportasi,285774.0,Pengeluaran,Transportasi,Tunai,
2024-10-17,Pembayaran Belanja,218628.0,Pengeluaran,Belanja,E-Wallet,
2024-10-17,Pembayaran Transportasi,203964.0,Pengeluaran,Transportasi,Tunai,
2024-10-16,Pembayaran Makanan,78039.0,Pengeluaran,Makanan,Tunai,
2024-10-16,Pembayaran Belanja,256501.0,Pengeluaran,Belanja,Tunai,
2024-10-16,Pembayaran Belanja,375611.0,Pengeluaran,Belanja,Transfer Bank,
2024-10-16,Pembayaran Belanja,375611.0,Pengeluaran,Belanja,Transfer Bank,
2024-10-16,Pembayaran Makanan,78039.0,Pengeluaran,Makanan,Tunai,
2024-10-16,Pembayaran Belanja,256501.0,Pengeluaran,Belanja,Tunai,
2024-10-15,Pembayaran Makanan,120202.0,Pengeluaran,Makanan,Debit,
2024-10-15,Pembayaran Makanan,120202.0,Pengeluaran,Makanan,Debit,
2024-10-11,Bonus Kinerja,1603159.0,Pendapatan,Bonus,Transfer Bank,
2024-10-11,Bonus Kinerja,1603159.0,Pendapatan,Bonus,Transfer Bank,
2024-10-10,Pembayaran Makanan,293201.0,Pengeluaran,Makanan,Tunai,
2024-10-10,Pembayaran Makanan,293201.0,Pengeluaran,Makanan,Tunai,
2024-10-09,Pembayaran Makanan,455090.0,Pengeluaran,Makanan,E-Wallet,
2024-10-09,Pembayaran Hiburan,71259.0,Pengeluaran,Hiburan,Transfer Bank,
2024-10-09,Pembayaran Makanan,455090.0,Pengeluaran,Makanan,E-Wallet,
2024-10-09,Pembayaran Hiburan,71259.0,Pengeluaran,Hiburan,Transfer Bank,
2024-10-08,Pembayaran Kesehatan,156760.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-10-08,Pembayaran Makanan,348343.0,Pengeluaran,Makanan,Tunai,
2024-10-08,Pembayaran Kesehatan,87061.0,Pengeluaran,Kesehatan,Debit,
2024-10-08,Pembayaran Makanan,348343.0,Pengeluaran,Makanan,Tunai,
2024-10-08,Pembayaran Kesehatan,87061.0,Pengeluaran,Kesehatan,Debit,
2024-10-08,Pembayaran Kesehatan,156760.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-10-07,Pembayaran Belanja,190677.0,Pengeluaran,Belanja,Kartu Kredit,
2024-10-07,Pembayaran Hiburan,212368.0,Pengeluaran,Hiburan,Transfer Bank,
2024-10-07,Pembayaran Lainnya,461108.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-07,Pembayaran Belanja,190677.0,Pengeluaran,Belanja,Kartu Kredit,
2024-10-07,Pembayaran Hiburan,212368.0,Pengeluaran,Hiburan,Transfer Bank,
2024-10-07,Pembayaran Lainnya,461108.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-04,Pembayaran Lainnya,310009.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-04,Pembayaran Hiburan,444988.0,Pengeluaran,Hiburan,Tunai,
2024-10-04,Pembayaran Makanan,492366.0,Pengeluaran,Makanan,Tunai,
2024-10-04,Pembayaran Makanan,492366.0,Pengeluaran,Makanan,Tunai,
2024-10-04,Pembayaran Hiburan,444988.0,Pengeluaran,Hiburan,Tunai,
2024-10-04,Pembayaran Lainnya,310009.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-10-03,Pembayaran Belanja,379533.0,Pengeluaran,Belanja,E-Wallet,
2024-10-03,Pembayaran Belanja,379533.0,Pengeluaran,Belanja,E-Wallet,
2024-10-02,Pembayaran Transportasi,224968.0,Pengeluaran,Transportasi,Tunai,
2024-10-02,Pembayaran Transportasi,224968.0,Pengeluaran,Transportasi,Tunai,
2024-10-01,Pembayaran Lainnya,353475.0,Pengeluaran,Lainnya,Debit,
2024-10-01,Pembayaran Makanan,296511.0,Pengeluaran,Makanan,Transfer Bank,
2024-10-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-10-01,Pembayaran Belanja,461929.0,Pengeluaran,Belanja,Kartu Kredit,
2024-10-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-10-01,Pembayaran Makanan,296511.0,Pengeluaran,Makanan,Transfer Bank,
2024-10-01,Pembayaran Lainnya,353475.0,Pengeluaran,Lainnya,Debit,
2024-10-01,Pembayaran Belanja,461929.0,Pengeluaran,Belanja,Kartu Kredit,
2024-09-29,Pembayaran Lainnya,280010.0,Pengeluaran,Lainnya,Tunai,
2024-09-29,Pembayaran Belanja,139680.0,Pengeluaran,Belanja,Transfer Bank,
2024-09-29,Pembayaran Kesehatan,293162.0,Pengeluaran,Kesehatan,E-Wallet,
2024-09-29,Pembayaran Lainnya,280010.0,Pengeluaran,Lainnya,Tunai,
2024-09-29,Pembayaran Belanja,139680.0,Pengeluaran,Belanja,Transfer Bank,
2024-09-29,Pembayaran Kesehatan,293162.0,Pengeluaran,Kesehatan,E-Wallet,
2024-09-28,Pembayaran Hiburan,424426.0,Pengeluaran,Hiburan,Tunai,
2024-09-28,Pembayaran Hiburan,424426.0,Pengeluaran,Hiburan,Tunai,
2024-09-25,Pembayaran Lainnya,100597.0,Pengeluaran,Lainnya,E-Wallet,
2024-09-25,Pembayaran Transportasi,469937.0,Pengeluaran,Transportasi,E-Wallet,
2024-09-25,Pembayaran Lainnya,319678.0,Pengeluaran,Lainnya,Tunai,
2024-09-25,Pembayaran Transportasi,469937.0,Pengeluaran,Transportasi,E-Wallet,
2024-09-25,Pembayaran Lainnya,319678.0,Pengeluaran,Lainnya,Tunai,
2024-09-25,Pembayaran Lainnya,100597.0,Pengeluaran,Lainnya,E-Wallet,
2024-09-24,Pembayaran Hiburan,43859.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-09-24,Pembayaran Hiburan,43859.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-09-21,Pembayaran Lainnya,331166.0,Pengeluaran,Lainnya,Tunai,
2024-09-21,Pembayaran Lainnya,331166.0,Pengeluaran,Lainnya,Tunai,
2024-09-20,Pembayaran Kesehatan,86071.0,Pengeluaran,Kesehatan,Tunai,
2024-09-20,Pembayaran Kesehatan,86071.0,Pengeluaran,Kesehatan,Tunai,
2024-09-17,Pembayaran Transportasi,220116.0,Pengeluaran,Transportasi,Tunai,
2024-09-17,Pembayaran Transportasi,220116.0,Pengeluaran,Transportasi,Tunai,
2024-09-16,Pembayaran Kesehatan,403605.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-09-16,Pembayaran Lainnya,473697.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-09-16,Pembayaran Hiburan,229827.0,Pengeluaran,Hiburan,Tunai,
2024-09-16,Pembayaran Lainnya,473697.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-09-16,Pembayaran Hiburan,229827.0,Pengeluaran,Hiburan,Tunai,
2024-09-16,Pembayaran Kesehatan,403605.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-09-15,Pembayaran Lainnya,215206.0,Pengeluaran,Lainnya,Tunai,
2024-09-15,Pembayaran Belanja,105813.0,Pengeluaran,Belanja,E-Wallet,
2024-09-15,Pembayaran Lainnya,215206.0,Pengeluaran,Lainnya,Tunai,
2024-09-15,Pembayaran Belanja,105813.0,Pengeluaran,Belanja,E-Wallet,
2024-09-14,Pembayaran Makanan,229502.0,Pengeluaran,Makanan,Kartu Kredit,
2024-09-14,Pembayaran Makanan,229502.0,Pengeluaran,Makanan,Kartu Kredit,
2024-09-13,Pembayaran Makanan,300775.0,Pengeluaran,Makanan,Kartu Kredit,
2024-09-13,Pembayaran Makanan,300775.0,Pengeluaran,Makanan,Kartu Kredit,
2024-09-12,Bonus Kinerja,1032336.0,Pendapatan,Bonus,Transfer Bank,
2024-09-12,Bonus Kinerja,1032336.0,Pendapatan,Bonus,Transfer Bank,
2024-09-10,Pembayaran Makanan,219560.0,Pengeluaran,Makanan,Tunai,
2024-09-10,Pembayaran Makanan,219560.0,Pengeluaran,Makanan,Tunai,
2024-09-08,Pembayaran Makanan,281896.0,Pengeluaran,Makanan,Debit,
2024-09-08,Pembayaran Transportasi,81632.0,Pengeluaran,Transportasi,Tunai,
2024-09-08,Pembayaran Makanan,281896.0,Pengeluaran,Makanan,Debit,
2024-09-08,Pembayaran Transportasi,81632.0,Pengeluaran,Transportasi,Tunai,
2024-09-07,Pembayaran Kesehatan,475631.0,Pengeluaran,Kesehatan,E-Wallet,
2024-09-07,Pembayaran Lainnya,254849.0,Pengeluaran,Lainnya,E-Wallet,
2024-09-07,Pembayaran Kesehatan,475631.0,Pengeluaran,Kesehatan,E-Wallet,
2024-09-07,Pembayaran Lainnya,254849.0,Pengeluaran,Lainnya,E-Wallet,
2024-09-06,Pembayaran Makanan,205967.0,Pengeluaran,Makanan,Debit,
2024-09-06,Pembayaran Makanan,205967.0,Pengeluaran,Makanan,Debit,
2024-09-05,Pembayaran Belanja,470064.0,Pengeluaran,Belanja,Debit,
2024-09-05,Pembayaran Belanja,470064.0,Pengeluaran,Belanja,Debit,
2024-09-04,Pembayaran Hiburan,94453.0,Pengeluaran,Hiburan,Transfer Bank,
2024-09-04,Pembayaran Hiburan,485172.0,Pengeluaran,Hiburan,E-Wallet,
2024-09-04,Pembayaran Makanan,279323.0,Pengeluaran,Makanan,Tunai,
2024-09-04,Pembayaran Hiburan,485172.0,Pengeluaran,Hiburan,E-Wallet,
2024-09-04,Pembayaran Hiburan,94453.0,Pengeluaran,Hiburan,Transfer Bank,
2024-09-04,Pembayaran Makanan,279323.0,Pengeluaran,Makanan,Tunai,
2024-09-03,Pembayaran Makanan,237682.0,Pengeluaran,Makanan,E-Wallet,
2024-09-03,Pembayaran Hiburan,436403.0,Pengeluaran,Hiburan,E-Wallet,
2024-09-03,Pembayaran Makanan,336222.0,Pengeluaran,Makanan,Kartu Kredit,
2024-09-03,Pembayaran Makanan,336222.0,Pengeluaran,Makanan,Kartu Kredit,
2024-09-03,Pembayaran Hiburan,436403.0,Pengeluaran,Hiburan,E-Wallet,
2024-09-03,Pembayaran Makanan,237682.0,Pengeluaran,Makanan,E-Wallet,
2024-09-01,Pembayaran Kesehatan,101682.0,Pengeluaran,Kesehatan,Debit,
2024-09-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-09-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-09-01,Pembayaran Kesehatan,101682.0,Pengeluaran,Kesehatan,Debit,
2024-08-31,Pembayaran Kesehatan,255972.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-08-31,Pembayaran Kesehatan,255972.0,Pengeluaran,Kesehatan,Kartu Kredit,
2024-08-30,Pembayaran Lainnya,137499.0,Pengeluaran,Lainnya,E-Wallet,
2024-08-30,Pembayaran Hiburan,62466.0,Pengeluaran,Hiburan,Debit,
2024-08-30,Pembayaran Lainnya,137499.0,Pengeluaran,Lainnya,E-Wallet,
2024-08-30,Pembayaran Hiburan,62466.0,Pengeluaran,Hiburan,Debit,
2024-08-27,Pembayaran Belanja,141112.0,Pengeluaran,Belanja,Kartu Kredit,
2024-08-27,Pembayaran Hiburan,319160.0,Pengeluaran,Hiburan,Debit,
2024-08-27,Pembayaran Belanja,141112.0,Pengeluaran,Belanja,Kartu Kredit,
2024-08-27,Pembayaran Hiburan,319160.0,Pengeluaran,Hiburan,Debit,
2024-08-26,Pembayaran Makanan,312141.0,Pengeluaran,Makanan,Kartu Kredit,
2024-08-26,Pembayaran Makanan,312141.0,Pengeluaran,Makanan,Kartu Kredit,
2024-08-26,Pembayaran Hiburan,305522.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-26,Pembayaran Transportasi,466044.0,Pengeluaran,Transportasi,E-Wallet,
2024-08-26,Pembayaran Transportasi,466044.0,Pengeluaran,Transportasi,E-Wallet,
2024-08-26,Pembayaran Hiburan,305522.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-22,Pembayaran Kesehatan,425355.0,Pengeluaran,Kesehatan,Debit,
2024-08-22,Pembayaran Belanja,209871.0,Pengeluaran,Belanja,E-Wallet,
2024-08-22,Pembayaran Lainnya,325186.0,Pengeluaran,Lainnya,Debit,
2024-08-22,Pembayaran Lainnya,325186.0,Pengeluaran,Lainnya,Debit,
2024-08-22,Pembayaran Kesehatan,425355.0,Pengeluaran,Kesehatan,Debit,
2024-08-22,Pembayaran Belanja,209871.0,Pengeluaran,Belanja,E-Wallet,
2024-08-21,Pembayaran Transportasi,147835.0,Pengeluaran,Transportasi,E-Wallet,
2024-08-21,Pembayaran Hiburan,440351.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-08-21,Pembayaran Hiburan,440351.0,Pengeluaran,Hiburan,Kartu Kredit,
2024-08-21,Pembayaran Transportasi,147835.0,Pengeluaran,Transportasi,E-Wallet,
2024-08-20,Pembayaran Transportasi,392755.0,Pengeluaran,Transportasi,E-Wallet,
2024-08-20,Pembayaran Makanan,432578.0,Pengeluaran,Makanan,Debit,
2024-08-20,Pembayaran Makanan,432578.0,Pengeluaran,Makanan,Debit,
2024-08-20,Pembayaran Transportasi,392755.0,Pengeluaran,Transportasi,E-Wallet,
2024-08-18,Pembayaran Lainnya,338184.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-08-18,Pembayaran Kesehatan,252895.0,Pengeluaran,Kesehatan,Tunai,
2024-08-18,Pembayaran Kesehatan,252895.0,Pengeluaran,Kesehatan,Tunai,
2024-08-18,Pembayaran Lainnya,265328.0,Pengeluaran,Lainnya,E-Wallet,
2024-08-18,Pembayaran Lainnya,265328.0,Pengeluaran,Lainnya,E-Wallet,
2024-08-18,Pembayaran Lainnya,338184.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-08-17,Pembayaran Transportasi,250469.0,Pengeluaran,Transportasi,Tunai,
2024-08-17,Pembayaran Transportasi,250469.0,Pengeluaran,Transportasi,Tunai,
2024-08-17,Pembayaran Makanan,400596.0,Pengeluaran,Makanan,Debit,
2024-08-17,Pembayaran Makanan,358900.0,Pengeluaran,Makanan,Debit,
2024-08-17,Pembayaran Makanan,400596.0,Pengeluaran,Makanan,Debit,
2024-08-17,Pembayaran Makanan,358900.0,Pengeluaran,Makanan,Debit,
2024-08-16,Pembayaran Belanja,352034.0,Pengeluaran,Belanja,Kartu Kredit,
2024-08-16,Pembayaran Transportasi,16424.0,Pengeluaran,Transportasi,Tunai,
2024-08-16,Pembayaran Transportasi,16424.0,Pengeluaran,Transportasi,Tunai,
2024-08-16,Pembayaran Belanja,352034.0,Pengeluaran,Belanja,Kartu Kredit,
2024-08-14,Pembayaran Hiburan,35326.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-14,Pembayaran Kesehatan,163286.0,Pengeluaran,Kesehatan,E-Wallet,
2024-08-14,Pembayaran Lainnya,364643.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-08-14,Pembayaran Hiburan,35326.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-14,Pembayaran Lainnya,364643.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-08-14,Pembayaran Kesehatan,163286.0,Pengeluaran,Kesehatan,E-Wallet,
2024-08-13,Pembayaran Belanja,161290.0,Pengeluaran,Belanja,Debit,
2024-08-13,Pembayaran Lainnya,463688.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-08-13,Pembayaran Belanja,133187.0,Pengeluaran,Belanja,Tunai,
2024-08-13,Pembayaran Lainnya,463688.0,Pengeluaran,Lainnya,Kartu Kredit,
2024-08-13,Pembayaran Belanja,133187.0,Pengeluaran,Belanja,Tunai,
2024-08-13,Pembayaran Belanja,161290.0,Pengeluaran,Belanja,Debit,
2024-08-12,Pembayaran Lainnya,143307.0,Pengeluaran,Lainnya,Debit,
2024-08-12,Pembayaran Lainnya,81005.0,Pengeluaran,Lainnya,E-Wallet,
2024-08-12,Pembayaran Lainnya,81005.0,Pengeluaran,Lainnya,E-Wallet,
2024-08-12,Pembayaran Lainnya,143307.0,Pengeluaran,Lainnya,Debit,
2024-08-11,Pembayaran Lainnya,494869.0,Pengeluaran,Lainnya,Transfer Bank,
2024-08-11,Pembayaran Lainnya,494869.0,Pengeluaran,Lainnya,Transfer Bank,
2024-08-10,Pembayaran Hiburan,152059.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-10,Pembayaran Hiburan,152059.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-09,Pembayaran Lainnya,293623.0,Pengeluaran,Lainnya,Debit,
2024-08-09,Pembayaran Lainnya,293623.0,Pengeluaran,Lainnya,Debit,
2024-08-08,Pembayaran Belanja,346002.0,Pengeluaran,Belanja,Transfer Bank,
2024-08-08,Pembayaran Transportasi,263110.0,Pengeluaran,Transportasi,Tunai,
2024-08-08,Pembayaran Belanja,346002.0,Pengeluaran,Belanja,Transfer Bank,
2024-08-08,Pembayaran Transportasi,263110.0,Pengeluaran,Transportasi,Tunai,
2024-08-05,Pembayaran Hiburan,481776.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-05,Pembayaran Hiburan,481776.0,Pengeluaran,Hiburan,E-Wallet,
2024-08-04,Pembayaran Lainnya,35471.0,Pengeluaran,Lainnya,Tunai,
2024-08-04,Pembayaran Makanan,226987.0,Pengeluaran,Makanan,Transfer Bank,
2024-08-04,Pembayaran Makanan,226987.0,Pengeluaran,Makanan,Transfer Bank,
2024-08-04,Pembayaran Lainnya,35471.0,Pengeluaran,Lainnya,Tunai,
2024-08-03,Pembayaran Belanja,455999.0,Pengeluaran,Belanja,Debit,
2024-08-03,Pembayaran Belanja,455999.0,Pengeluaran,Belanja,Debit,
2024-08-02,Pembayaran Makanan,433305.0,Pengeluaran,Makanan,Tunai,
2024-08-02,Pembayaran Makanan,433305.0,Pengeluaran,Makanan,Tunai,
2024-08-01,Pembayaran Kesehatan,331165.0,Pengeluaran,Kesehatan,Debit,
2024-08-01,Pembayaran Kesehatan,216615.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-08-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-08-01,Pembayaran Kesehatan,331165.0,Pengeluaran,Kesehatan,Debit,
2024-08-01,Pembayaran Kesehatan,216615.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-08-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-07-30,Pembayaran Transportasi,238874.0,Pengeluaran,Transportasi,Tunai,
2024-07-30,Pembayaran Transportasi,238874.0,Pengeluaran,Transportasi,Tunai,
